properties{
  x = 320,
  y = 240,
  width = 960,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "castle",
  music = "cave",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  pattern = "3",
}

tile{
  layer = 0,
  x = 304,
  y = 224,
  width = 16,
  height = 16,
  pattern = "38",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 8,
  height = 208,
  pattern = "30",
}

tile{
  layer = 0,
  x = 8,
  y = 0,
  width = 16,
  height = 16,
  pattern = "33",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 8,
  height = 16,
  pattern = "32",
}

tile{
  layer = 0,
  x = 16,
  y = 0,
  width = 288,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 296,
  y = 0,
  width = 16,
  height = 16,
  pattern = "34",
}

tile{
  layer = 0,
  x = 312,
  y = 0,
  width = 8,
  height = 16,
  pattern = "35",
}

tile{
  layer = 0,
  x = 8,
  y = 224,
  width = 144,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 168,
  y = 224,
  width = 144,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 0,
  y = 224,
  width = 16,
  height = 16,
  pattern = "36",
}

tile{
  layer = 0,
  x = 312,
  y = 16,
  width = 8,
  height = 96,
  pattern = "31",
}

tile{
  layer = 0,
  x = 312,
  y = 128,
  width = 8,
  height = 96,
  pattern = "31",
}

tile{
  layer = 0,
  x = 320,
  y = 0,
  width = 320,
  height = 240,
  pattern = "3",
}

tile{
  layer = 0,
  x = 320,
  y = 128,
  width = 8,
  height = 96,
  pattern = "30",
}

tile{
  layer = 0,
  x = 320,
  y = 224,
  width = 16,
  height = 16,
  pattern = "36",
}

tile{
  layer = 0,
  x = 320,
  y = 16,
  width = 8,
  height = 96,
  pattern = "30",
}

tile{
  layer = 0,
  x = 320,
  y = 0,
  width = 8,
  height = 16,
  pattern = "32",
}

tile{
  layer = 0,
  x = 328,
  y = 0,
  width = 16,
  height = 16,
  pattern = "33",
}

tile{
  layer = 0,
  x = 336,
  y = 224,
  width = 288,
